asset_id,trade_date,adj_close,volume
11,2019-01-02,2510.030029,3733160000
11,2019-01-03,2447.889893,3858830000
11,2019-01-04,2531.939941,4234140000
11,2019-01-07,2549.689941,4133120000
11,2019-01-08,2574.409912,4120060000
11,2019-01-09,2584.959961,4088740000
11,2019-01-10,2596.639893,3721300000
11,2019-01-11,2596.26001,3447460000
11,2019-01-14,2582.610107,3689370000
11,2019-01-15,2610.300049,3601180000
11,2019-01-16,2616.100098,3882180000
11,2019-01-17,2635.959961,3802410000
11,2019-01-18,2670.709961,4009010000
11,2019-01-22,2632.899902,3923950000
11,2019-01-23,2638.699951,3358770000
11,2019-01-24,2642.330078,3449230000
11,2019-01-25,2664.76001,3821000000
11,2019-01-28,2643.850098,3630820000
11,2019-01-29,2640.0,3518070000
11,2019-01-30,2681.050049,3883270000
11,2019-01-31,2704.100098,4953800000
11,2019-02-01,2706.530029,3782490000
11,2019-02-04,2724.870117,3369450000
11,2019-02-05,2737.699951,3597620000
11,2019-02-06,2731.610107,3486590000
11,2019-02-07,2706.050049,4114040000
11,2019-02-08,2707.879883,3649510000
11,2019-02-11,2709.800049,3395330000
11,2019-02-12,2744.72998,3843020000
11,2019-02-13,2753.030029,3684910000
11,2019-02-14,2745.72998,3845390000
11,2019-02-15,2775.600098,3648680000
11,2019-02-19,2779.76001,3535270000
11,2019-02-20,2784.699951,3904830000
11,2019-02-21,2774.879883,3598260000
11,2019-02-22,2792.669922,3429350000
11,2019-02-25,2796.110107,3860260000
11,2019-02-26,2793.899902,3676200000
11,2019-02-27,2792.379883,3771790000
11,2019-02-28,2784.48999,4445780000
11,2019-03-01,2803.689941,3994950000
11,2019-03-04,2792.810059,3949730000
11,2019-03-05,2789.649902,3631380000
11,2019-03-06,2771.449951,3800180000
11,2019-03-07,2748.929932,3932150000
11,2019-03-08,2743.070068,3424300000
11,2019-03-11,2783.300049,3764850000
11,2019-03-12,2791.52002,3432340000
11,2019-03-13,2810.919922,3782250000
11,2019-03-14,2808.47998,3505670000
11,2019-03-15,2822.47998,5969780000
11,2019-03-18,2832.939941,3620770000
11,2019-03-19,2832.570068,3650740000
11,2019-03-20,2824.22998,3779160000
11,2019-03-21,2854.879883,3612620000
11,2019-03-22,2800.709961,4253730000
11,2019-03-25,2798.360107,3406110000
11,2019-03-26,2818.459961,3288570000
11,2019-03-27,2805.370117,3422400000
11,2019-03-28,2815.439941,3185460000
11,2019-03-29,2834.399902,3752520000
11,2019-04-01,2867.189941,3560090000
11,2019-04-02,2867.23999,3267210000
11,2019-04-03,2873.399902,3570000000
11,2019-04-04,2879.389893,3038740000
11,2019-04-05,2892.73999,3155970000
11,2019-04-08,2895.77002,3056460000
11,2019-04-09,2878.199951,3032480000
11,2019-04-10,2888.209961,3092230000
11,2019-04-11,2888.320068,2970650000
11,2019-04-12,2907.409912,3726050000
11,2019-04-15,2905.580078,3114530000
11,2019-04-16,2907.060059,3403120000
11,2019-04-17,2900.449951,3648100000
11,2019-04-18,2905.030029,3507100000
11,2019-04-22,2907.969971,3010130000
11,2019-04-23,2933.679932,3674480000
11,2019-04-24,2927.25,3468480000
11,2019-04-25,2926.169922,3440010000
11,2019-04-26,2939.879883,3264390000
11,2019-04-29,2943.030029,3150390000
11,2019-04-30,2945.830078,3939760000
11,2019-05-01,2923.72998,3669330000
11,2019-05-02,2917.52002,3802290000
11,2019-05-03,2945.639893,3357180000
11,2019-05-06,2932.469971,3203260000
11,2019-05-07,2884.050049,3793060000
11,2019-05-08,2879.419922,3543110000
11,2019-05-09,2870.719971,3659050000
11,2019-05-10,2881.399902,3566780000
11,2019-05-13,2811.870117,3900270000
11,2019-05-14,2834.409912,3354860000
11,2019-05-15,2850.959961,3140900000
11,2019-05-16,2876.320068,3338470000
11,2019-05-17,2859.530029,3316040000
11,2019-05-20,2840.22998,3293750000
11,2019-05-21,2864.360107,3223050000
11,2019-05-22,2856.27002,3194000000
11,2019-05-23,2822.23999,3899320000
11,2019-05-24,2826.060059,2889230000
11,2019-05-28,2802.389893,4146980000
11,2019-05-29,2783.02002,3701110000
11,2019-05-30,2788.860107,3276030000
11,2019-05-31,2752.060059,3982670000
11,2019-06-03,2744.449951,3952360000
11,2019-06-04,2803.27002,3814130000
11,2019-06-05,2826.149902,3570760000
11,2019-06-06,2843.48999,3445140000
11,2019-06-07,2873.340088,3244380000
11,2019-06-10,2886.72998,3209890000
11,2019-06-11,2885.719971,3551000000
11,2019-06-12,2879.840088,3039870000
11,2019-06-13,2891.639893,3100640000
11,2019-06-14,2886.97998,2992810000
11,2019-06-17,2889.669922,2828400000
11,2019-06-18,2917.75,3441540000
11,2019-06-19,2926.459961,3300220000
11,2019-06-20,2954.179932,3943060000
11,2019-06-21,2950.459961,5003540000
11,2019-06-24,2945.350098,3136960000
11,2019-06-25,2917.379883,3579430000
11,2019-06-26,2913.780029,3511350000
11,2019-06-27,2924.919922,3162500000
11,2019-06-28,2941.76001,5422650000
11,2019-07-01,2964.330078,3524860000
11,2019-07-02,2973.01001,3224490000
11,2019-07-03,2995.820068,1963570000
11,2019-07-05,2990.409912,2434680000
11,2019-07-08,2975.949951,2922360000
11,2019-07-09,2979.629883,3033330000
11,2019-07-10,2993.070068,3157800000
11,2019-07-11,2999.909912,3155710000
11,2019-07-12,3013.77002,2984140000
11,2019-07-15,3014.300049,2876100000
11,2019-07-16,3004.040039,3297030000
11,2019-07-17,2984.419922,3185650000
11,2019-07-18,2995.110107,3369820000
11,2019-07-19,2976.610107,3285890000
11,2019-07-22,2985.030029,3016200000
11,2019-07-23,3005.469971,3333810000
11,2019-07-24,3019.560059,3433220000
11,2019-07-25,3003.669922,3657050000
11,2019-07-26,3025.860107,3260170000
11,2019-07-29,3020.969971,3224490000
11,2019-07-30,3013.179932,3632770000
11,2019-07-31,2980.379883,4626330000
11,2019-08-01,2953.560059,4793810000
11,2019-08-02,2932.050049,3882810000
11,2019-08-05,2844.73999,4542850000
11,2019-08-06,2881.77002,4156640000
11,2019-08-07,2883.97998,4512720000
11,2019-08-08,2938.090088,4118530000
11,2019-08-09,2918.649902,3356850000
11,2019-08-12,2882.699951,3328570000
11,2019-08-13,2926.320068,3857190000
11,2019-08-14,2840.600098,4325150000
11,2019-08-15,2847.600098,4041720000
11,2019-08-16,2888.679932,3524080000
11,2019-08-19,2923.649902,3221050000
11,2019-08-20,2900.51001,3067710000
11,2019-08-21,2924.429932,3016540000
11,2019-08-22,2922.949951,2893660000
11,2019-08-23,2847.110107,3942520000
11,2019-08-26,2878.379883,2859790000
11,2019-08-27,2869.159912,3537490000
11,2019-08-28,2887.939941,3102480000
11,2019-08-29,2924.580078,3177150000
11,2019-08-30,2926.459961,3009910000
11,2019-09-03,2906.27002,3427830000
11,2019-09-04,2937.780029,3167900000
11,2019-09-05,2976.0,3902600000
11,2019-09-06,2978.709961,3209340000
11,2019-09-09,2978.429932,4031120000
11,2019-09-10,2979.389893,4393040000
11,2019-09-11,3000.929932,3934370000
11,2019-09-12,3009.570068,3796990000
11,2019-09-13,3007.389893,3557010000
11,2019-09-16,2997.959961,4285860000
11,2019-09-17,3005.699951,3673250000
11,2019-09-18,3006.72998,3458800000
11,2019-09-19,3006.790039,3265660000
11,2019-09-20,2992.070068,6103440000
11,2019-09-23,2991.780029,3187250000
11,2019-09-24,2966.600098,3872800000
11,2019-09-25,2984.870117,3331200000
11,2019-09-26,2977.620117,3084910000
11,2019-09-27,2961.790039,3246480000
11,2019-09-30,2976.73999,3249130000
11,2019-10-01,2940.25,3560750000
11,2019-10-02,2887.610107,3914180000
11,2019-10-03,2910.629883,3515130000
11,2019-10-04,2952.01001,3005600000
11,2019-10-07,2938.790039,2959050000
11,2019-10-08,2893.060059,3370700000
11,2019-10-09,2919.399902,2735350000
